username,year,day,filename,runtime
mebeim,2024,14,day14.py,
mebeim,2024,15,day15.py,
mebeim,2024,16,day16.py,
mebeim,2024,17,day17.py,
mebeim,2024,18,day18.py,
mebeim,2024,19,day19.py,
mebeim,2024,20,day20.py,
mebeim,2024,21,day21.py,
mebeim,2024,22,day22.py,
mebeim,2024,23,day23.py,
mebeim,2024,24,day24.py,
mebeim,2024,25,day25.py,
mjpieters,2015,6,advent6.py,0.4635
mjpieters,2015,7,advent7.py,
mjpieters,2015,8,advent8.py,
mjpieters,2015,9,advent9.py,
mjpieters,2015,10,advent10.py,4.9464
mjpieters,2015,11,advent11.py,0.5033
mjpieters,2015,12,advent12.py,
mjpieters,2015,13,advent13.py,
mjpieters,2015,14,advent14.py,
mjpieters,2015,15,advent15.py,
mjpieters,2015,16,advent16.py,
mjpieters,2015,17,advent17.py,
mjpieters,2015,18,advent18.py,
mjpieters,2015,19,advent19.py,
mjpieters,2015,21,advent21.py,
mjpieters,2015,22,advent22.py,
mjpieters,2015,23,advent23.py,
mjpieters,2015,24,advent24.py,
mjpieters,2015,25,advent25.py,
mrphlip,2021,9,09.py,
mrphlip,2021,10,10.py,
mrphlip,2021,13,13.py,0.0188
mrphlip,2021,15,15.py,
mrphlip,2021,16,16.py,
mrphlip,2021,17,17.py,0.1163
mrphlip,2021,18,18.py,
mrphlip,2021,20,20.py,
mrphlip,2021,21,21.py,
mrphlip,2021,22,22a.py,
mrphlip,2021,22,22b.py,0.0397
mrphlip,2021,22,22c.py,
mrphlip,2021,23,23.py,6.0692
mrphlip,2021,24,24.py,
mrphlip,2021,25,25.py,
mrphlip,2022,1,01.py,
mrphlip,2022,2,02.py,
mrphlip,2022,3,03.py,
mrphlip,2022,4,04.py,
mrphlip,2022,5,05.py,
mrphlip,2022,6,06.py,0.0182
mrphlip,2022,7,07.py,
mrphlip,2022,8,08.py,
mrphlip,2022,9,09a.py,
mrphlip,2022,9,09b.py,
mrphlip,2022,11,11.py,
mrphlip,2022,12,12.py,
mrphlip,2022,13,13.py,
mrphlip,2022,14,14.py,
mrphlip,2022,15,15.py,
mrphlip,2022,16,16a.py,
mrphlip,2022,16,16b.py,
mrphlip,2022,17,17.py,
mrphlip,2022,18,18.py,
mrphlip,2022,19,19.py,
mrphlip,2022,20,20.py,
mrphlip,2022,22,22a.py,
mrphlip,2022,22,22b.py,
mrphlip,2022,23,23.py,
mrphlip,2022,24,24.py,
mrphlip,2022,25,25.py,
mrphlip,2023,1,01.py,
mrphlip,2023,2,02.py,
mrphlip,2023,3,03.py,
mrphlip,2023,4,04.py,
mrphlip,2023,5,05.py,
mrphlip,2023,6,06.py,0.0183
mrphlip,2023,6,06b.py,2.6667
mrphlip,2023,7,07.py,
mrphlip,2023,8,08.py,
mrphlip,2023,9,09.py,
mrphlip,2023,10,10.py,
mrphlip,2023,11,11.py,
mrphlip,2023,12,12a.py,
mrphlip,2023,12,12b.py,
mrphlip,2023,12,12c.py,
mrphlip,2023,13,13.py,
mrphlip,2023,14,14.py,
mrphlip,2023,15,15.py,
mrphlip,2023,16,16.py,
mrphlip,2023,17,17a.py,
mrphlip,2023,17,17b.py,
mrphlip,2023,18,18.py,
mrphlip,2023,19,19.py,
mrphlip,2023,20,20.py,
mrphlip,2023,21,21.py,
mrphlip,2023,21,21a.py,
mrphlip,2023,22,22.py,
mrphlip,2023,23,23.py,
mrphlip,2023,24,24.py,
mrphlip,2023,25,25.py,
mrphlip,2024,1,01.py,0.0271
mrphlip,2024,2,02.py,0.0272
mrphlip,2024,3,03.py,0.0314
mrphlip,2024,4,04.py,
mrphlip,2024,5,05.py,0.0314
mrphlip,2024,6,06.py,
mrphlip,2024,7,07.py,
mrphlip,2024,8,08.py,0.0318
mrphlip,2024,9,09.py,
mrphlip,2024,10,10.py,
mrphlip,2024,11,11.py,
mrphlip,2024,12,12.py,0.0319
mrphlip,2024,13,13.py,
mrphlip,2024,14,14.py,
mrphlip,2024,15,15.py,
mrphlip,2024,16,16.py,
mrphlip,2024,17,17.py,
mrphlip,2024,18,18.py,
mrphlip,2024,19,19.py,0.0363
mrphlip,2024,20,20.py,
mrphlip,2024,21,21.py,
mrphlip,2024,21,21a.py,
mrphlip,2024,22,22.py,
mrphlip,2024,23,23.py,
mrphlip,2024,24,24.py,
mrphlip,2024,25,25.py,
mrphlip,2024,25,25a.py,0.0357
ndunnett,2022,1,day01.py,0.0179
ndunnett,2022,2,day02.py,0.0183
ndunnett,2022,3,day03.py,0.0183
ndunnett,2022,4,day04.py,0.0246
ndunnett,2022,5,day05.py,0.0187
ndunnett,2022,6,day06.py,0.018
ndunnett,2022,7,day07.py,0.0234
ndunnett,2022,8,day08.py,0.0251
ndunnett,2022,9,day09.py,0.0196
ndunnett,2022,10,day10.py,0.0185
ndunnett,2022,11,day11.py,0.0226
ndunnett,2022,12,day12.py,
ndunnett,2022,13,day13.py,0.0266
ndunnett,2022,14,day14.py,0.0188
ndunnett,2022,15,day15.py,0.0273
ndunnett,2022,16,day16.py,0.0229
ndunnett,2022,17,day17.py,0.0184
ndunnett,2022,18,day18.py,0.0194
ndunnett,2022,19,day19.py,0.0287
ndunnett,2022,20,day20.py,0.0214
ndunnett,2022,21,day21.py,0.0212
ndunnett,2022,22,day22.py,0.029
ndunnett,2022,23,day23.py,0.0239
ndunnett,2022,24,day24.py,0.027
ndunnett,2022,25,day25.py,0.0179
ndunnett,2023,1,day01.py,0.0183
ndunnett,2023,2,day02.py,0.0191
ndunnett,2023,3,day03.py,
ndunnett,2023,4,day04.py,
ndunnett,2023,5,day05.py,0.0234
ndunnett,2023,6,day06.py,0.0225
ndunnett,2023,7,day07.py,0.0256
ndunnett,2023,8,day08.py,
ndunnett,2023,9,day09.py,0.0184
ndunnett,2023,10,day10.py,
ndunnett,2023,11,day11.py,
ndunnett,2023,12,day12.py,0.0245
ndunnett,2023,13,day13.py,
ndunnett,2023,14,day14.py,
ndunnett,2023,15,day15.py,0.0231
ndunnett,2023,16,day16.py,
ndunnett,2023,17,day17.py,
ndunnett,2023,18,day18.py,
ndunnett,2023,19,day19.py,0.0397
ndunnett,2023,20,day20.py,0.0408
ndunnett,2023,21,day21.py,
ndunnett,2023,22,day22.py,0.0494
ndunnett,2023,23,day23.py,
ndunnett,2023,24,day24.py,
ndunnett,2023,25,day25.py,0.0243
ndunnett,2024,1,day01.py,0.0228
ndunnett,2024,2,day02.py,0.0185
ndunnett,2024,3,day03.py,
ndunnett,2024,4,day04.py,0.028
ndunnett,2024,5,day05.py,0.0227
ndunnett,2024,6,day06.py,
ndunnett,2024,7,day07.py,
ndunnett,2024,8,day08.py,
ndunnett,2024,9,day09.py,0.0397
nthistle,2017,1,day01.py,
nthistle,2017,2,day02.py,
nthistle,2017,3,day03.py,0.021
nthistle,2017,4,day04.py,
nthistle,2017,5,day05.py,
nthistle,2017,6,day06.py,
nthistle,2017,7,day07.py,
nthistle,2017,8,day08.py,
nthistle,2017,9,day09.py,
nthistle,2017,10,day10.py,
nthistle,2017,11,day11.py,
nthistle,2017,12,day12.py,
nthistle,2017,13,day13.py,
nthistle,2017,14,day14.py,0.2653
nthistle,2017,15,day15.py,
nthistle,2017,16,day16.py,
nthistle,2017,17,day17.py,
nthistle,2017,18,day18.py,
nthistle,2017,19,day19.py,
nthistle,2017,20,day20.py,
nthistle,2017,21,day21.py,
nthistle,2017,22,day22.py,
nthistle,2017,23,day23.py,
nthistle,2017,24,day24.py,
nthistle,2017,25,day25.py,
nthistle,2018,1,day_1.py,0.0392
nthistle,2018,2,day_2.py,0.1284
nthistle,2018,3,day_3.py,
nthistle,2018,4,day_4.py,0.0378
nthistle,2018,5,day_5.py,0.0857
nthistle,2018,6,day_6.py,
nthistle,2018,7,day_7.py,0.0208
nthistle,2018,8,day_8.py,0.0328
nthistle,2018,10,day_10.py,0.0334
nthistle,2018,11,day_11.py,2.3437
nthistle,2018,12,day_12.py,0.0232
nthistle,2018,13,day_13.py,0.088
nthistle,2018,15,day_15.py,1.8799
nthistle,2018,16,day_16.py,0.039
nthistle,2018,17,day_17.py,0.0679
nthistle,2018,18,day_18.py,4.6219
nthistle,2018,19,day_19.py,5.4835
nthistle,2018,20,day_20.py,0.4391
nthistle,2018,21,day_21.py,0.0286
nthistle,2018,22,day_22.py,0.6246
nthistle,2018,23,day_23.py,
nthistle,2018,24,day_24.py,0.691
nthistle,2020,1,day1.py,
nthistle,2020,2,day2.py,
nthistle,2020,3,day3.py,
nthistle,2020,4,day4.py,
nthistle,2020,5,day5.py,
nthistle,2020,6,day6.py,
nthistle,2020,7,day7.py,
nthistle,2020,8,alt_day8.py,0.0487
nthistle,2020,9,day9.py,
nthistle,2020,10,day10.py,
nthistle,2020,11,day11.py,
nthistle,2020,12,day12.py,
nthistle,2020,13,day13.py,
nthistle,2020,14,day14.py,
nthistle,2020,15,day15.py,
nthistle,2020,16,day16.py,
nthistle,2020,17,day17.py,
nthistle,2020,18,day18.py,
nthistle,2020,19,day19.py,
nthistle,2020,20,day20.py,
nthistle,2020,21,day21.py,
nthistle,2020,22,day22.py,
nthistle,2020,23,day23.py,
nthistle,2020,24,day24.py,
nthistle,2020,25,day25.py,
nthistle,2021,1,day01.py,
nthistle,2021,2,day02.py,
nthistle,2021,3,day03.py,
nthistle,2021,4,day04.py,
nthistle,2021,5,day05.py,
nthistle,2021,6,day06.py,
nthistle,2021,7,day07.py,
nthistle,2021,8,day08.py,
nthistle,2021,9,day09.py,
nthistle,2021,11,day11.py,
nthistle,2021,12,day12.py,
nthistle,2021,13,day13.py,
nthistle,2021,14,day14.py,
nthistle,2021,15,day15.py,
nthistle,2021,16,day16.py,
nthistle,2021,17,day17.py,
nthistle,2021,18,day18.py,
nthistle,2021,19,day19.py,
nthistle,2022,1,aoc_tools.py,
nthistle,2022,2,aoc_tools.py,
nthistle,2022,3,aoc_tools.py,
nthistle,2022,4,aoc_tools.py,
nthistle,2022,5,aoc_tools.py,
nthistle,2022,6,aoc_tools.py,
nthistle,2022,7,aoc_tools.py,
nthistle,2022,8,aoc_tools.py,
nthistle,2022,9,aoc_tools.py,
nthistle,2022,9,day09_p2.py,
nthistle,2022,10,aoc_tools.py,
nthistle,2022,11,aoc_tools.py,
nthistle,2022,12,aoc_tools.py,
nthistle,2022,13,aoc_tools.py,
nthistle,2022,14,aoc_tools.py,
nthistle,2022,15,aoc_tools.py,0.0336
nthistle,2022,15,day15_p1.py,
nthistle,2022,15,day15_p2.py,
nthistle,2022,16,aoc_tools.py,0.0332
nthistle,2022,17,aoc_tools.py,0.0329
nthistle,2022,18,aoc_tools.py,0.0333
nthistle,2022,19,aoc_tools.py,0.0331
nthistle,2022,20,aoc_tools.py,0.0328
nthistle,2022,21,aoc_tools.py,0.033
nthistle,2022,22,aoc_tools.py,0.0334
nthistle,2022,23,aoc_tools.py,0.0332
nthistle,2022,24,aoc_tools.py,0.0329
nthistle,2022,25,aoc_tools.py,0.0333
pivoshenko,2024,1,part_01.py,
pivoshenko,2024,2,part_01.py,
pivoshenko,2024,3,part_01.py,
pivoshenko,2024,4,part_01.py,
pivoshenko,2024,5,part_01.py,
pivoshenko,2024,6,part_01.py,
pivoshenko,2024,7,part_01.py,
pivoshenko,2024,8,part_01.py,
pivoshenko,2024,9,part_01.py,
pivoshenko,2024,10,part_01.py,
pivoshenko,2024,11,part_01.py,
pivoshenko,2024,12,part_01.py,
pivoshenko,2024,13,part_01.py,
pivoshenko,2024,14,part_01.py,
pivoshenko,2024,15,part_01.py,
pivoshenko,2024,16,part_01.py,
pivoshenko,2024,17,part_01.py,
pivoshenko,2024,18,part_01.py,
pivoshenko,2024,19,part_01.py,
pivoshenko,2024,20,part_01.py,
pivoshenko,2024,22,part_01.py,
pivoshenko,2024,23,part_01.py,
pivoshenko,2024,24,part_01.py,
pivoshenko,2024,25,part_01.py,
r0f1,2024,1,main.py,
r0f1,2024,2,main.py,
r0f1,2024,3,main.py,
r0f1,2024,4,main.py,
r0f1,2024,5,main.py,
r0f1,2024,6,main.py,
r0f1,2024,7,main.py,
r0f1,2024,8,main.py,
r0f1,2024,9,main_part1.py,
r0f1,2024,9,main_part2.py,
r0f1,2024,10,main.py,
reycardo,2019,1,day1.py,
reycardo,2019,2,day2.py,
reycardo,2019,3,main.py,
reycardo,2019,4,main.py,
reycardo,2020,1,day1.py,
reycardo,2020,2,day2.py,
reycardo,2020,3,day3.py,
reycardo,2020,4,day4.py,
reycardo,2020,5,day5.py,
reycardo,2020,6,day6.py,
reycardo,2020,7,day7.py,
reycardo,2020,8,day8.py,
reycardo,2020,9,day9.py,
reycardo,2020,10,day10.py,
reycardo,2021,1,day1.py,
reycardo,2021,2,day2.py,
reycardo,2021,3,day3.py,
reycardo,2021,4,day4.py,
reycardo,2021,5,day5.py,
reycardo,2021,6,day6.py,
reycardo,2021,7,day7.py,
reycardo,2021,8,day8.py,
reycardo,2021,9,day9.py,
reycardo,2021,10,day10.py,
reycardo,2021,11,day11.py,
reycardo,2021,12,day12.py,
reycardo,2021,13,day13.py,
reycardo,2021,14,day14.py,
reycardo,2021,15,day15.py,
reycardo,2021,16,day16.py,
reycardo,2022,1,day1.py,
reycardo,2022,2,day2.py,
reycardo,2022,3,day3.py,
reycardo,2022,4,day4.py,
reycardo,2022,5,day5.py,0.0314
reycardo,2022,6,day6.py,
reycardo,2022,7,day7.py,
reycardo,2022,8,day8.py,
reycardo,2022,9,day9.py,
reycardo,2022,10,day10.py,
reycardo,2022,11,day11.py,
reycardo,2022,12,day12.py,
reycardo,2022,13,day13.py,
reycardo,2023,1,main.py,
reycardo,2023,2,main.py,
reycardo,2023,3,main.py,
reycardo,2023,4,main.py,
reycardo,2023,5,main.py,
reycardo,2023,6,main.py,
reycardo,2023,7,main.py,
reycardo,2023,8,main.py,
reycardo,2023,9,main.py,
reycardo,2023,10,main.py,
reycardo,2023,11,main.py,
reycardo,2023,12,main.py,
reycardo,2023,13,main.py,
reycardo,2023,14,main.py,
reycardo,2023,15,main.py,
reycardo,2023,16,main.py,
reycardo,2023,17,main.py,
reycardo,2023,18,main.py,
reycardo,2023,19,main.py,
reycardo,2023,20,main.py,
reycardo,2024,1,main.py,
reycardo,2024,2,main.py,
reycardo,2024,3,main.py,
reycardo,2024,4,main.py,
reycardo,2024,5,main.py,
reycardo,2024,6,main.py,
reycardo,2024,7,main.py,
reycardo,2024,8,main.py,
reycardo,2024,9,main.py,
reycardo,2024,10,main.py,
reycardo,2024,11,main.py,
reycardo,2024,12,main.py,
reycardo,2024,13,main.py,
reycardo,2024,14,main.py,
reycardo,2024,15,main.py,
reycardo,2024,16,main.py,
reycardo,2024,17,main.py,
reycardo,2024,18,main.py,
reycardo,2024,19,main.py,
reycardo,2024,20,main.py,
reycardo,2024,21,main.py,
reycardo,2024,22,main.py,
reycardo,2024,23,main.py,
reycardo,2024,24,main.py,
reycardo,2024,25,main.py,
ryuheechul,2023,1,part1.py,0.0282
ryuheechul,2023,1,part2.py,0.0294
ryuheechul,2023,2,part1.py,0.0407
ryuheechul,2023,2,part2.py,0.0406
ryuheechul,2023,3,part1.py,0.0424
ryuheechul,2023,3,part2.py,0.1437
ryuheechul,2023,4,part1.py,0.0264
ryuheechul,2023,4,part2.py,0.9747
ryuheechul,2023,5,calc.py,0.1152
ryuheechul,2023,5,part1.py,0.0198
ryuheechul,2023,5,part2.py,0.1214
ryuheechul,2023,6,part1.py,0.019
ryuheechul,2023,6,part2.py,2.7036
ryuheechul,2023,7,part1.py,0.028
ryuheechul,2023,7,part2.py,0.0279
ryuheechul,2023,8,part1.py,0.0272
ryuheechul,2023,8,part2.py,0.0764
ryuheechul,2023,9,part1.py,0.0211
ryuheechul,2023,9,part2.py,0.0214
ryuheechul,2023,10,part1.py,0.0328
ryuheechul,2023,10,part2.py,2.2758
ryuheechul,2023,11,part1.py,0.1075
ryuheechul,2023,11,part2.py,0.2508
ryuheechul,2023,12,gave_up_attempt_on_part2.py,
ryuheechul,2023,12,part1.py,
ryuheechul,2024,1,part1.py,0.0188
ryuheechul,2024,1,part2.py,0.0248
ryuheechul,2024,2,part1.py,0.0196
ryuheechul,2024,2,part2.py,0.0293
ryuheechul,2024,3,part1.py,0.0402
ryuheechul,2024,3,part2.py,0.0404
ryuheechul,2024,4,part1.py,0.0575
ryuheechul,2024,4,part2.py,0.0406
ryuheechul,2024,5,part1.py,0.15
ryuheechul,2024,5,part2.py,1.9008
ryuheechul,2024,6,part1.py,0.0426
ryuheechul,2024,6,part2.py,
ryuheechul,2024,7,part1.py,1.1539
ryuheechul,2024,7,part2.py,
ryuheechul,2024,8,part1.py,0.0191
ryuheechul,2024,8,part2.py,0.0201
ryuheechul,2024,9,part1.py,0.0425
ryuheechul,2024,9,part2.py,
ryuheechul,2024,10,part1.py,0.0279
ryuheechul,2024,10,part2.py,0.027
ryuheechul,2024,11,part1.py,0.1441
ryuheechul,2024,11,part2.py,0.3393
ryuheechul,2024,12,part1.py,6.1418
ryuheechul,2024,12,part2.py,6.2326
ryuheechul,2024,13,part1.py,
ryuheechul,2024,14,part1.py,0.0296
ryuheechul,2024,14,part2.py,0.0182
ryuheechul,2024,15,part1.py,0.1495
ryuheechul,2024,15,part2.py,0.1091
taflaj,2022,1,day01.py,0.0179
taflaj,2022,2,day02.py,0.0182
taflaj,2022,3,day03.py,0.0188
taflaj,2022,4,day04.py,0.018
taflaj,2022,5,day05.py,0.0182
taflaj,2022,6,day06.py,0.0179
taflaj,2022,7,day07.py,0.0253
taflaj,2022,8,day08.py,0.0185
taflaj,2024,1,day01.py,0.0252
taflaj,2024,2,day02.py,0.0252
tomfran,2024,1,01.py,
tomfran,2024,2,02.py,
tomfran,2024,3,03.py,
tomfran,2024,4,04.py,
tomfran,2024,5,05.py,
tomfran,2024,6,06.py,
tomfran,2024,7,07.py,
tomfran,2024,8,08.py,
tomfran,2024,9,09.py,
tomfran,2024,10,10.py,
tomfran,2024,11,11.py,
tomfran,2024,12,12.py,
tomfran,2024,13,13.py,
vil02,2024,1,adv_2024_01.py,0.021
vil02,2024,2,adv_2024_02.py,0.0251
vil02,2024,3,adv_2024_03.py,0.0271
vil02,2024,4,adv_2024_04.py,0.0186
vil02,2024,5,adv_2024_05.py,0.0221
vil02,2024,6,adv_2024_06.py,0.0187
vil02,2024,7,adv_2024_07.py,0.0298
vil02,2024,8,adv_2024_08.py,0.0265
vil02,2024,9,adv_2024_09.py,0.0261
vil02,2024,10,adv_2024_10.py,0.0258
vil02,2024,11,adv_2024_11.py,0.0252
vil02,2024,12,adv_2024_12.py,0.0258
vil02,2024,13,adv_2024_13.py,
vil02,2024,14,adv_2024_14.py,0.0261
vil02,2024,15,adv_2024_15.py,0.0288
vil02,2024,16,adv_2024_16.py,0.0267
vil02,2024,17,adv_2024_17.py,0.0193
vil02,2024,18,adv_2024_18.py,0.0264
vil02,2024,19,adv_2024_19.py,0.0225
vil02,2024,20,adv_2024_20.py,0.0256
vil02,2024,21,adv_2024_21.py,0.0262
vil02,2024,22,adv_2024_22.py,0.0227
vil02,2024,23,adv_2024_23.py,
vil02,2024,24,adv_2024_24.py,0.0191
vil02,2024,25,adv_2024_25.py,0.0185
vshargin,2021,1,day_01a.py,
vshargin,2021,1,day_01b.py,
vshargin,2021,2,day_02a.py,
vshargin,2021,2,day_02b.py,
vshargin,2022,1,day_01a.py,
vshargin,2022,1,day_01b.py,
vshargin,2022,2,day_02a.py,
vshargin,2022,2,day_02b.py,
vshargin,2022,3,day_03a.py,
vshargin,2022,3,day_03b.py,
vshargin,2022,4,day_04a.py,
vshargin,2022,4,day_04b.py,
vshargin,2022,5,day_05a.py,
vshargin,2022,5,day_05b.py,
vshargin,2022,6,day_06a.py,
vshargin,2022,6,day_06b.py,
vshargin,2024,1,day_01.py,
vshargin,2024,2,day_02.py,
vshargin,2024,3,day_03.py,
vshargin,2024,4,day_04.py,
vshargin,2024,6,day_06.py,
vshargin,2024,7,day_07.py,
vshargin,2024,8,day_08.py,
vshargin,2024,9,day_09.py,
vshargin,2024,10,day_10.py,
vshargin,2024,11,day_11.py,
vshargin,2024,13,day_13.py,
vshargin,2024,18,day_18.py,
xavdid,2017,1,solution.py,
xavdid,2017,2,solution.py,
xavdid,2017,3,solution.py,
xavdid,2017,4,solution.py,
xavdid,2017,5,solution.py,
xavdid,2017,6,solution.py,
xavdid,2017,7,solution.py,
xavdid,2017,8,solution.py,
xavdid,2017,9,solution.py,
xavdid,2017,10,solution.py,
xavdid,2017,11,solution.py,
xavdid,2017,12,solution.py,
xavdid,2017,13,solution.py,
xavdid,2017,14,solution.py,
xavdid,2017,15,solution.py,
xavdid,2017,16,solution.py,
xavdid,2017,17,solution.py,
xavdid,2017,18,solution.py,
xavdid,2018,1,solution.py,
xavdid,2018,2,solution.py,
xavdid,2018,3,solution.py,
xavdid,2018,4,solution.py,
xavdid,2018,5,solution.py,
xavdid,2018,6,solution.py,
xavdid,2018,7,solution.py,
xavdid,2018,8,solution.py,
xavdid,2019,1,solution.py,
xavdid,2019,2,solution.py,
xavdid,2019,3,solution.py,
xavdid,2019,4,solution.py,
xavdid,2019,5,solution.py,
xavdid,2019,6,solution.py,
xavdid,2019,7,solution.py,
xavdid,2019,8,solution.py,
xavdid,2019,9,solution.py,
xavdid,2019,10,solution.py,
xavdid,2019,11,solution.py,
xavdid,2019,12,solution.py,
xavdid,2019,13,solution.py,
xavdid,2019,14,solution.py,
xavdid,2019,15,solution.py,
xavdid,2019,16,solution.py,
xavdid,2019,17,solution.py,
xavdid,2019,19,solution.py,
xavdid,2019,22,solution.py,
xavdid,2019,23,solution.py,
xavdid,2019,24,solution.py,
xavdid,2019,25,mem_dump.py,0.0336
xavdid,2020,1,solution.py,
xavdid,2020,2,solution.py,
xavdid,2020,3,solution.py,
xavdid,2020,4,solution.py,
xavdid,2020,5,solution.py,
xavdid,2020,6,solution.py,
xavdid,2020,7,solution.py,
xavdid,2020,8,solution.py,
xavdid,2020,9,solution.py,
xavdid,2020,10,solution.py,
xavdid,2020,11,solution.py,
xavdid,2020,12,solution.py,
xavdid,2020,13,solution.py,
xavdid,2020,14,solution.py,
xavdid,2020,15,solution.py,
xavdid,2020,16,solution.py,
xavdid,2020,17,solution.py,
xavdid,2020,18,solution.py,
xavdid,2020,19,solution.py,
xavdid,2020,20,solution.py,
xavdid,2020,21,solution.py,
xavdid,2020,22,solution.py,
xavdid,2020,23,solution.py,
xavdid,2020,24,solution.py,
xavdid,2020,25,solution.py,
xavdid,2021,1,solution.py,
xavdid,2021,2,solution.py,
xavdid,2021,3,solution.py,
xavdid,2021,4,solution.py,
xavdid,2021,5,solution.py,
xavdid,2021,6,solution.py,
xavdid,2021,7,solution.py,
xavdid,2021,8,solution.py,
xavdid,2021,9,solution.py,
xavdid,2021,10,solution.py,
xavdid,2021,11,solution.py,
xavdid,2021,12,solution.py,
xavdid,2021,13,solution.py,
xavdid,2021,14,solution.py,
xavdid,2021,15,solution.py,
xavdid,2021,16,solution.py,
xavdid,2021,17,solution.py,
xavdid,2021,18,solution.py,
xavdid,2021,19,solution.py,
xavdid,2021,20,solution.py,
xavdid,2021,21,solution.py,
xavdid,2021,22,solution.py,
xavdid,2021,23,solution.py,
xavdid,2021,24,solution.py,
xavdid,2021,25,solution.py,
xavdid,2022,1,solution.py,
xavdid,2022,2,solution.py,
xavdid,2022,3,solution.py,
xavdid,2022,4,solution.py,
xavdid,2022,5,solution.py,
xavdid,2022,6,solution.py,
xavdid,2022,7,solution.py,
xavdid,2022,8,solution.py,
xavdid,2022,9,solution.py,
xavdid,2022,10,solution.py,
xavdid,2022,11,solution.py,
xavdid,2022,12,solution.py,
xavdid,2022,13,solution.py,
xavdid,2022,14,solution.py,
xavdid,2022,15,solution.py,
xavdid,2022,16,solution.py,
xavdid,2022,17,solution.py,
xavdid,2022,18,solution.py,
xavdid,2022,19,solution.py,
xavdid,2022,20,solution.py,
xavdid,2022,21,solution.py,
xavdid,2022,22,solution.py,
xavdid,2022,23,solution.py,
xavdid,2022,24,solution.py,
xavdid,2022,25,solution.py,
xavdid,2023,1,solution.py,
xavdid,2023,2,solution.py,
xavdid,2023,3,solution.py,
xavdid,2023,4,solution.py,
xavdid,2023,5,solution.py,
xavdid,2023,6,solution.py,
xavdid,2023,7,solution.py,
xavdid,2023,8,solution.py,
xavdid,2023,9,solution.py,
xavdid,2023,10,solution.py,
xavdid,2023,11,solution.py,
xavdid,2023,12,solution.py,
xavdid,2023,13,solution.py,
xavdid,2023,14,solution.py,
xavdid,2023,15,solution.py,
xavdid,2023,16,solution.py,
xavdid,2023,17,solution.py,
xavdid,2023,18,solution.py,
xavdid,2023,19,solution.py,
xavdid,2023,20,solution.py,
xavdid,2023,21,solution.py,
xavdid,2023,22,solution.py,
xavdid,2023,23,solution.py,
xavdid,2023,24,solution.py,
xavdid,2023,25,solution.py,
xavdid,2024,1,solution.py,
xavdid,2024,2,solution.py,
xavdid,2024,3,solution.py,
xavdid,2024,4,solution.py,
xavdid,2024,5,solution.py,
xavdid,2024,6,solution.py,
xavdid,2024,7,solution.py,
xavdid,2024,8,solution.py,
xavdid,2024,9,solution.py,
xavdid,2024,10,solution.py,
xavdid,2024,11,solution.py,
xavdid,2024,12,solution.py,
xavdid,2024,13,solution.py,
xavdid,2024,14,solution.py,
xavdid,2024,15,solution.py,
xavdid,2024,16,solution.py,
